element_number;x[m];y[m];t[mm]
1279.0;-1.65;-0.85;68.7586985209
1280.0;-1.65;-0.95;68.3136863736
1281.0;-1.65;-1.05;67.8716350649
1282.0;-1.65;-1.15;67.4201320997
1283.0;-1.65;-1.25;66.962607963
1284.0;-1.65;-1.35;66.505888703
1285.0;-1.65;-1.45;66.046302345
1286.0;-1.65;-1.55;65.5795589197
1287.0;-1.65;-1.65;65.1111141521
1288.0;-1.65;-1.75;64.5781479465
1289.0;-1.65;-1.85;64.0378910591
1290.0;-1.65;-1.95;63.4786172898
1291.0;-1.75;-0.05;71.0353921352
1292.0;-1.75;-0.15;70.9731873896
1293.0;-1.75;-0.25;70.995121268
1294.0;-1.75;-0.35;70.6029912032
1295.0;-1.75;-0.45;69.9432029927
1296.0;-1.75;-0.55;69.3983465776
1297.0;-1.75;-0.65;69.040213964
1298.0;-1.75;-0.75;68.6902879368
1299.0;-1.75;-0.85;68.2530116082
1300.0;-1.75;-0.95;67.7787084367
1301.0;-1.75;-1.05;67.3211392969
1302.0;-1.75;-1.15;66.8765610985
1303.0;-1.75;-1.25;66.4258228356
1304.0;-1.75;-1.35;65.9675544137
1305.0;-1.75;-1.45;65.5094095551
1306.0;-1.75;-1.55;65.0497343179
1307.0;-1.75;-1.65;64.578147833
1308.0;-1.75;-1.75;64.0910565599
1309.0;-1.75;-1.85;63.5364175441
1310.0;-1.75;-1.95;63.003357885
1311.0;-1.85;-0.05;70.9050878909
1312.0;-1.85;-0.15;70.6075910686
1313.0;-1.85;-0.25;70.3287637256
1314.0;-1.85;-0.35;69.9305151493
1315.0;-1.85;-0.45;69.4235035912
1316.0;-1.85;-0.55;68.9357855023
1317.0;-1.85;-0.65;68.5302647161
1318.0;-1.85;-0.75;68.1429192904
1319.0;-1.85;-0.85;67.7092441237
1320.0;-1.85;-0.95;67.2441071402
1321.0;-1.85;-1.05;66.7874273615
1322.0;-1.85;-1.15;66.3431503699
1323.0;-1.85;-1.25;65.8921553733
1324.0;-1.85;-1.35;65.430669308
1325.0;-1.85;-1.45;64.9714742445
1326.0;-1.85;-1.55;64.5143127416
1327.0;-1.85;-1.65;64.0378911329
1328.0;-1.85;-1.75;63.5364175302
1329.0;-1.85;-1.85;63.0500014677
1330.0;-1.85;-1.95;62.5721147337
1331.0;-1.95;-0.05;70.6475828455
1332.0;-1.95;-0.15;70.1493009004
1333.0;-1.95;-0.25;69.6814255593
1334.0;-1.95;-0.35;69.2838796044
1335.0;-1.95;-0.45;68.8917403801
1336.0;-1.95;-0.55;68.4646775799
1337.0;-1.95;-0.65;68.0288616828
1338.0;-1.95;-0.75;67.5990789528
1339.0;-1.95;-0.85;67.1598890979
1340.0;-1.95;-0.95;66.7073027313
1341.0;-1.95;-1.05;66.2551914031
1342.0;-1.95;-1.15;65.8092764816
1343.0;-1.95;-1.25;65.3609017731
1344.0;-1.95;-1.35;64.90222693
1345.0;-1.95;-1.45;64.4342499909
1346.0;-1.95;-1.55;63.9596787144
1347.0;-1.95;-1.65;63.4786176293
1348.0;-1.95;-1.75;63.0033578049
1349.0;-1.95;-1.85;62.5721147272
1350.0;-1.95;-1.95;62.2259898953
1351.0;-0.2;-2.2;68.6265109903
1352.0;-0.2;-2.6;66.5112133161
1353.0;-0.2;-3.0;64.3943205166
1354.0;-0.2;-3.4;62.263766981
1355.0;-0.2;-3.8;60.5839417796
1356.0;-0.6;-2.2;66.9166639827
1357.0;-0.6;-2.6;64.7905626501
1358.0;-0.6;-3.0;62.6374693075
1359.0;-0.6;-3.4;60.9155854128
1360.0;-0.6;-3.8;60.4799725266
1361.0;-1.0;-2.2;65.1523469207
1362.0;-1.0;-2.6;62.9955322852
1363.0;-1.0;-3.0;61.2635282772
1364.0;-1.0;-3.4;60.8067502657
1365.0;-1.0;-3.8;60.8300005636
1366.0;-1.4;-2.2;63.3024683952
1367.0;-1.4;-2.6;61.5765379781
1368.0;-1.4;-3.0;61.1240976811
1369.0;-1.4;-3.4;61.1376401216
1370.0;-1.4;-3.8;61.1358610277
1371.0;-1.8;-2.2;61.8282810496
1372.0;-1.8;-2.6;61.3864096424
1373.0;-1.8;-3.0;61.407776863
1374.0;-1.8;-3.4;61.4046755988
1375.0;-1.8;-3.8;61.4010306702
1376.0;-2.2;-0.2;68.626510196
1377.0;-2.2;-0.6;66.9166641266
1378.0;-2.2;-1.0;65.1523466734
1379.0;-2.2;-1.4;63.302468587
1380.0;-2.2;-1.8;61.8282804779
1381.0;-2.2;-2.2;61.5999109156
1382.0;-2.2;-2.6;61.6264955152
1383.0;-2.2;-3.0;61.6295412922
1384.0;-2.2;-3.4;61.6271923656
1385.0;-2.2;-3.8;61.6251414311
1386.0;-2.6;-0.2;66.5112150345
1387.0;-2.6;-0.6;64.7905616122
1388.0;-2.6;-1.0;62.9955320976
1389.0;-2.6;-1.4;61.5765376036
1390.0;-2.6;-1.8;61.3864091642
1391.0;-2.6;-2.2;61.6264969104
1392.0;-2.6;-2.6;61.809567784
1393.0;-2.6;-3.0;61.8090824603
1394.0;-2.6;-3.4;61.8078155124
1395.0;-2.6;-3.8;61.806041784
1396.0;-3.0;-0.2;64.3943208695
1397.0;-3.0;-0.6;62.6374689786
1398.0;-3.0;-1.0;61.2635279361
1399.0;-3.0;-1.4;61.1240968921
1400.0;-3.0;-1.8;61.407777514
1401.0;-3.0;-2.2;61.6295420155
1402.0;-3.0;-2.6;61.809083225
1403.0;-3.0;-3.0;61.9451843532
1404.0;-3.0;-3.4;61.9438931142
1405.0;-3.0;-3.8;61.9428374071
1406.0;-3.4;-0.2;62.2637669863
1407.0;-3.4;-0.6;60.9155857806
1408.0;-3.4;-1.0;60.8067496148
1409.0;-3.4;-1.4;61.1376404268
1410.0;-3.4;-1.8;61.4046743414
1411.0;-3.4;-2.2;61.6271940642
1412.0;-3.4;-2.6;61.8078174171
1413.0;-3.4;-3.0;61.9438973785
1414.0;-3.4;-3.4;62.0340167176
1415.0;-3.4;-3.8;62.0349516647
1416.0;-3.8;-0.2;60.5839495727
1417.0;-3.8;-0.6;60.4799757529
1418.0;-3.8;-1.0;60.829999293
1419.0;-3.8;-1.4;61.1358565282
1420.0;-3.8;-1.8;61.401030376
1421.0;-3.8;-2.2;61.6251440961
1422.0;-3.8;-2.6;61.8060402998
1423.0;-3.8;-3.0;61.9428345358
1424.0;-3.8;-3.4;62.0349538479
1425.0;-3.8;-3.8;62.0826471203
1426.0;-0.05;0.05;315.624725298
1427.0;-0.05;0.15;313.021278989
1428.0;-0.05;0.25;302.589037102
1429.0;-0.05;0.35;285.475094171
1430.0;-0.05;0.45;263.397903722
1431.0;-0.05;0.55;238.519111927
1432.0;-0.05;0.65;213.098785348
1433.0;-0.05;0.75;188.714702961
1434.0;-0.05;0.85;166.06825537
1435.0;-0.05;0.95;145.472760488
1436.0;-0.05;1.05;127.136611411
1437.0;-0.05;1.15;111.085324712
1438.0;-0.05;1.25;97.3425913747
1439.0;-0.05;1.35;86.3061346379
1440.0;-0.05;1.45;78.4873392131
1441.0;-0.05;1.55;73.851896638
1442.0;-0.05;1.65;71.6957672901
1443.0;-0.05;1.75;71.0353922513
1444.0;-0.05;1.85;70.9050881128
1445.0;-0.05;1.95;70.6475841084
1446.0;-0.15;0.05;313.021279162
1447.0;-0.15;0.15;303.396950276
1448.0;-0.15;0.25;286.585056727
1449.0;-0.15;0.35;264.117858741
1450.0;-0.15;0.45;238.789881267
1451.0;-0.15;0.55;213.200830032
1452.0;-0.15;0.65;188.778200318
1453.0;-0.15;0.75;166.221972428
1454.0;-0.15;0.85;145.807188242
1455.0;-0.15;0.95;127.425739196
1456.0;-0.15;1.05;111.067412049
1457.0;-0.15;1.15;97.1853592168
1458.0;-0.15;1.25;86.3229530817
1459.0;-0.15;1.35;78.6850281139
1460.0;-0.15;1.45;74.1100037323
1461.0;-0.15;1.55;71.9970626744
1462.0;-0.15;1.65;71.2872490846
1463.0;-0.15;1.75;70.9731879379
1464.0;-0.15;1.85;70.6075919463
1465.0;-0.15;1.95;70.1493005632
1466.0;-0.25;0.05;302.589037725
1467.0;-0.25;0.15;286.585057046
1468.0;-0.25;0.25;265.013151796
1469.0;-0.25;0.35;239.449883367
1470.0;-0.25;0.45;213.035757208
1471.0;-0.25;0.55;188.219769981
1472.0;-0.25;0.65;165.696915959
1473.0;-0.25;0.75;145.394342349
1474.0;-0.25;0.85;127.265192527
1475.0;-0.25;0.95;111.180501605
1476.0;-0.25;1.05;97.2204272752
1477.0;-0.25;1.15;86.0770943838
1478.0;-0.25;1.25;78.3788541996
1479.0;-0.25;1.35;73.9253739716
1480.0;-0.25;1.45;71.9225755885
1481.0;-0.25;1.55;71.4139354257
1482.0;-0.25;1.65;71.3550800058
1483.0;-0.25;1.75;70.995121592
1484.0;-0.25;1.85;70.328764369
1485.0;-0.25;1.95;69.681425173
1486.0;-0.35;0.05;285.475094514
1487.0;-0.35;0.15;264.11785917
1488.0;-0.35;0.25;239.449883531
1489.0;-0.35;0.35;213.719394545
1490.0;-0.35;0.45;188.546898585
1491.0;-0.35;0.55;165.645084117
1492.0;-0.35;0.65;145.318751087
1493.0;-0.35;0.75;127.153541658
1494.0;-0.35;0.85;111.015385837
1495.0;-0.35;0.95;97.238018354
1496.0;-0.35;1.05;86.2679100323
1497.0;-0.35;1.15;78.4888302696
1498.0;-0.35;1.25;73.9432015812
1499.0;-0.35;1.35;71.9629459586
1500.0;-0.35;1.45;71.4039743419
1501.0;-0.35;1.55;71.2920831795
1502.0;-0.35;1.65;71.089417617
1503.0;-0.35;1.75;70.6029916938
1504.0;-0.35;1.85;69.9305155621
1505.0;-0.35;1.95;69.2838797346
1506.0;-0.45;0.05;263.397902875
1507.0;-0.45;0.15;238.789880641
1508.0;-0.45;0.25;213.035757832
1509.0;-0.45;0.35;188.546898326
1510.0;-0.45;0.45;166.149089325
1511.0;-0.45;0.55;145.702656284
1512.0;-0.45;0.65;127.53496199
1513.0;-0.45;0.75;111.396341439
1514.0;-0.45;0.85;97.3946462638
1515.0;-0.45;0.95;86.3016760073
1516.0;-0.45;1.05;78.6486985534
1517.0;-0.45;1.15;74.1734741776
1518.0;-0.45;1.25;72.1673049563
1519.0;-0.45;1.35;71.6588010265
1520.0;-0.45;1.45;71.5413806607
1521.0;-0.45;1.55;71.1383610429
1522.0;-0.45;1.65;70.5179018425
1523.0;-0.45;1.75;69.9432028082
1524.0;-0.45;1.85;69.4235034551
1525.0;-0.45;1.95;68.8917407545
1526.0;-0.55;0.05;238.519112278
1527.0;-0.55;0.15;213.200829358
1528.0;-0.55;0.25;188.219770622
1529.0;-0.55;0.35;165.645083787
1530.0;-0.55;0.45;145.702656203
1531.0;-0.55;0.55;127.81998985
1532.0;-0.55;0.65;111.634133235
1533.0;-0.55;0.75;97.7435122469
1534.0;-0.55;0.85;86.6211183359
1535.0;-0.55;0.95;78.8001993835
1536.0;-0.55;1.05;74.3122633683
1537.0;-0.55;1.15;72.3452012272
1538.0;-0.55;1.25;71.7641966488
1539.0;-0.55;1.35;71.651129873
1540.0;-0.55;1.45;71.3881578762
1541.0;-0.55;1.55;70.7571873258
1542.0;-0.55;1.65;69.9988806969
1543.0;-0.55;1.75;69.3983463662
1544.0;-0.55;1.85;68.935785539
1545.0;-0.55;1.95;68.4646776727
1546.0;-0.65;0.05;213.098785521
1547.0;-0.65;0.15;188.778200358
1548.0;-0.65;0.25;165.696915337
1549.0;-0.65;0.35;145.318751174
1550.0;-0.65;0.45;127.53496219
1551.0;-0.65;0.55;111.634133073
1552.0;-0.65;0.65;97.7463382393
1553.0;-0.65;0.75;86.603731281
1554.0;-0.65;0.85;78.9168526303
1555.0;-0.65;0.95;74.4353369784
1556.0;-0.65;1.05;72.4634064028
1557.0;-0.65;1.15;71.9355864462
1558.0;-0.65;1.25;71.7453431514
1559.0;-0.65;1.35;71.3529071952
1560.0;-0.65;1.45;70.7918495829
1561.0;-0.65;1.55;70.1956138269
1562.0;-0.65;1.65;69.6001656495
1563.0;-0.65;1.75;69.0402142763
1564.0;-0.65;1.85;68.530264569
1565.0;-0.65;1.95;68.0288616276
1566.0;-0.75;0.05;188.714702918
1567.0;-0.75;0.15;166.221971697
1568.0;-0.75;0.25;145.39434234
1569.0;-0.75;0.35;127.153541602
1570.0;-0.75;0.45;111.396341671
1571.0;-0.75;0.55;97.7435118756
1572.0;-0.75;0.65;86.6037312276
1573.0;-0.75;0.75;78.8328883818
1574.0;-0.75;0.85;74.3988830355
1575.0;-0.75;0.95;72.4906719852
1576.0;-0.75;1.05;71.9562818044
1577.0;-0.75;1.15;71.8559474794
1578.0;-0.75;1.25;71.5320132305
1579.0;-0.75;1.35;70.8648044001
1580.0;-0.75;1.45;70.1694425074
1581.0;-0.75;1.55;69.6518248385
1582.0;-0.75;1.65;69.1995773898
1583.0;-0.75;1.75;68.690287692
1584.0;-0.75;1.85;68.142919429
1585.0;-0.75;1.95;67.5990790772
1586.0;-0.85;0.05;166.068255523
1587.0;-0.85;0.15;145.807189076
1588.0;-0.85;0.25;127.265192125
1589.0;-0.85;0.35;111.015386216
1590.0;-0.85;0.45;97.3946462146
1591.0;-0.85;0.55;86.6211186297
1592.0;-0.85;0.65;78.9168527858
1593.0;-0.85;0.75;74.3988830964
1594.0;-0.85;0.85;72.5505327176
1595.0;-0.85;0.95;72.0665514312
1596.0;-0.85;1.05;71.8888779178
1597.0;-0.85;1.15;71.5347925523
1598.0;-0.85;1.25;70.9934536957
1599.0;-0.85;1.35;70.3607101204
1600.0;-0.85;1.45;69.7514861397
1601.0;-0.85;1.55;69.233185062
1602.0;-0.85;1.65;68.7586984458
1603.0;-0.85;1.75;68.2530118133
1604.0;-0.85;1.85;67.7092441029
1605.0;-0.85;1.95;67.1598892418
1606.0;-0.95;0.05;145.472760691
1607.0;-0.95;0.15;127.425738983
1608.0;-0.95;0.25;111.180501358
1609.0;-0.95;0.35;97.2380185085
1610.0;-0.95;0.45;86.3016757763
1611.0;-0.95;0.55;78.8001995073
1612.0;-0.95;0.65;74.4353367245
1613.0;-0.95;0.75;72.4906722094
1614.0;-0.95;0.85;72.0665511813
1615.0;-0.95;0.95;72.1000864699
1616.0;-0.95;1.05;71.7316285992
1617.0;-0.95;1.15;71.0363300015
1618.0;-0.95;1.25;70.3822769409
1619.0;-0.95;1.35;69.8815259486
1620.0;-0.95;1.45;69.3977290062
1621.0;-0.95;1.55;68.86103175
1622.0;-0.95;1.65;68.3136862635
1623.0;-0.95;1.75;67.77870858
1624.0;-0.95;1.85;67.2441072896
1625.0;-0.95;1.95;66.7073024663
1626.0;-1.05;0.05;127.136612604
1627.0;-1.05;0.15;111.067412424
1628.0;-1.05;0.25;97.220427512
1629.0;-1.05;0.35;86.2679102202
1630.0;-1.05;0.45;78.648698895
1631.0;-1.05;0.55;74.3122630312
1632.0;-1.05;0.65;72.4634066563
1633.0;-1.05;0.75;71.9562817849
1634.0;-1.05;0.85;71.8888781164
1635.0;-1.05;0.95;71.7316285432
1636.0;-1.05;1.05;71.2676161097
1637.0;-1.05;1.15;70.5540132502
1638.0;-1.05;1.25;69.9223429245
1639.0;-1.05;1.35;69.4374930021
1640.0;-1.05;1.45;68.9710793144
1641.0;-1.05;1.55;68.4375979035
1642.0;-1.05;1.65;67.8716351087
1643.0;-1.05;1.75;67.3211392204
1644.0;-1.05;1.85;66.7874271471
1645.0;-1.05;1.95;66.2551916173
1646.0;-1.15;0.05;111.085325279
1647.0;-1.15;0.15;97.1853589175
1648.0;-1.15;0.25;86.0770943645
1649.0;-1.15;0.35;78.4888301775
1650.0;-1.15;0.45;74.1734739687
1651.0;-1.15;0.55;72.3452012396
1652.0;-1.15;0.65;71.9355865078
1653.0;-1.15;0.75;71.8559474681
1654.0;-1.15;0.85;71.5347927057
1655.0;-1.15;0.95;71.0363299445
1656.0;-1.15;1.05;70.5540131893
1657.0;-1.15;1.15;70.0936949257
1658.0;-1.15;1.25;69.5505234482
1659.0;-1.15;1.35;69.0181483195
1660.0;-1.15;1.45;68.4987185123
1661.0;-1.15;1.55;67.9673091948
1662.0;-1.15;1.65;67.4201321497
1663.0;-1.15;1.75;66.8765608974
1664.0;-1.15;1.85;66.3431503876
1665.0;-1.15;1.95;65.8092764649
1666.0;-1.25;0.05;97.3425921212
1667.0;-1.25;0.15;86.322953443
1668.0;-1.25;0.25;78.3788540594
1669.0;-1.25;0.35;73.9432017028
1670.0;-1.25;0.45;72.1673048972
1671.0;-1.25;0.55;71.7641966238
1672.0;-1.25;0.65;71.7453433247
1673.0;-1.25;0.75;71.5320131987
1674.0;-1.25;0.85;70.9934536528
1675.0;-1.25;0.95;70.3822769514
1676.0;-1.25;1.05;69.9223427954
1677.0;-1.25;1.15;69.5505234454
1678.0;-1.25;1.25;69.1345854312
1679.0;-1.25;1.35;68.5856779454
1680.0;-1.25;1.45;68.0342643349
1681.0;-1.25;1.55;67.4974667499
1682.0;-1.25;1.65;66.9626078467
1683.0;-1.25;1.75;66.4258226419
1684.0;-1.25;1.85;65.8921553654
1685.0;-1.25;1.95;65.3609018719
1686.0;-1.35;0.05;86.3061352899
1687.0;-1.35;0.15;78.6850275919
1688.0;-1.35;0.25;73.9253739266
1689.0;-1.35;0.35;71.9629457347
1690.0;-1.35;0.45;71.6588009593
1691.0;-1.35;0.55;71.6511298154
1692.0;-1.35;0.65;71.3529074505
1693.0;-1.35;0.75;70.8648045477
1694.0;-1.35;0.85;70.36071006
1695.0;-1.35;0.95;69.8815259674
1696.0;-1.35;1.05;69.4374931234
1697.0;-1.35;1.15;69.0181483565
1698.0;-1.35;1.25;68.5856779697
1699.0;-1.35;1.35;68.1261596299
1700.0;-1.35;1.45;67.5802763357
1701.0;-1.35;1.55;67.0412746919
1702.0;-1.35;1.65;66.5058888066
1703.0;-1.35;1.75;65.9675541292
1704.0;-1.35;1.85;65.4306693453
1705.0;-1.35;1.95;64.9022270658
1706.0;-1.45;0.05;78.4873390104
1707.0;-1.45;0.15;74.110003824
1708.0;-1.45;0.25;71.9225755501
1709.0;-1.45;0.35;71.4039743028
1710.0;-1.45;0.45;71.5413804197
1711.0;-1.45;0.55;71.3881579202
1712.0;-1.45;0.65;70.791849469
1713.0;-1.45;0.75;70.1694425256
1714.0;-1.45;0.85;69.7514859515
1715.0;-1.45;0.95;69.3977290734
1716.0;-1.45;1.05;68.9710793348
1717.0;-1.45;1.15;68.4987184717
1718.0;-1.45;1.25;68.034264286
1719.0;-1.45;1.35;67.5802762508
1720.0;-1.45;1.45;67.1219310248
1721.0;-1.45;1.55;66.5835133177
1722.0;-1.45;1.65;66.0463021246
1723.0;-1.45;1.75;65.5094094793
1724.0;-1.45;1.85;64.9714739825
1725.0;-1.45;1.95;64.434250073
1726.0;-1.55;0.05;73.851896127
1727.0;-1.55;0.15;71.9970629333
1728.0;-1.55;0.25;71.41393519
1729.0;-1.55;0.35;71.2920834516
1730.0;-1.55;0.45;71.1383608895
1731.0;-1.55;0.55;70.7571875083
1732.0;-1.55;0.65;70.1956138782
1733.0;-1.55;0.75;69.6518250675
1734.0;-1.55;0.85;69.2331850514
1735.0;-1.55;0.95;68.8610318683
1736.0;-1.55;1.05;68.4375980565
1737.0;-1.55;1.15;67.967308993
1738.0;-1.55;1.25;67.4974667768
1739.0;-1.55;1.35;67.0412747999
1740.0;-1.55;1.45;66.5835133871
1741.0;-1.55;1.55;66.1169436014
1742.0;-1.55;1.65;65.5795590723
1743.0;-1.55;1.75;65.0497341591
1744.0;-1.55;1.85;64.5143126225
1745.0;-1.55;1.95;63.9596786088
1746.0;-1.65;0.05;71.6957666959
1747.0;-1.65;0.15;71.2872489617
1748.0;-1.65;0.25;71.3550799532
1749.0;-1.65;0.35;71.0894176829
1750.0;-1.65;0.45;70.5179018447
1751.0;-1.65;0.55;69.9988807512
1752.0;-1.65;0.65;69.6001658117
1753.0;-1.65;0.75;69.1995775013
1754.0;-1.65;0.85;68.7586985209
1755.0;-1.65;0.95;68.3136863736
1756.0;-1.65;1.05;67.8716350649
1757.0;-1.65;1.15;67.4201320997
1758.0;-1.65;1.25;66.962607963
1759.0;-1.65;1.35;66.505888703
1760.0;-1.65;1.45;66.046302345
1761.0;-1.65;1.55;65.5795589197
1762.0;-1.65;1.65;65.1111141521
1763.0;-1.65;1.75;64.5781479465
1764.0;-1.65;1.85;64.0378910591
1765.0;-1.65;1.95;63.4786172898
1766.0;-1.75;0.05;71.0353921352
1767.0;-1.75;0.15;70.9731873896
1768.0;-1.75;0.25;70.995121268
1769.0;-1.75;0.35;70.6029912032
1770.0;-1.75;0.45;69.9432029927
1771.0;-1.75;0.55;69.3983465776
1772.0;-1.75;0.65;69.040213964
1773.0;-1.75;0.75;68.6902879368
1774.0;-1.75;0.85;68.2530116082
1775.0;-1.75;0.95;67.7787084367
1776.0;-1.75;1.05;67.3211392969
1777.0;-1.75;1.15;66.8765610985
1778.0;-1.75;1.25;66.4258228356
1779.0;-1.75;1.35;65.9675544137
1780.0;-1.75;1.45;65.5094095551
1781.0;-1.75;1.55;65.0497343179
1782.0;-1.75;1.65;64.578147833
1783.0;-1.75;1.75;64.0910565599
1784.0;-1.75;1.85;63.5364175441
1785.0;-1.75;1.95;63.003357885
1786.0;-1.85;0.05;70.9050878909
1787.0;-1.85;0.15;70.6075910686
1788.0;-1.85;0.25;70.3287637256
1789.0;-1.85;0.35;69.9305151493
1790.0;-1.85;0.45;69.4235035912
1791.0;-1.85;0.55;68.9357855023
1792.0;-1.85;0.65;68.5302647161
1793.0;-1.85;0.75;68.1429192904
1794.0;-1.85;0.85;67.7092441237
1795.0;-1.85;0.95;67.2441071402
1796.0;-1.85;1.05;66.7874273615
1797.0;-1.85;1.15;66.3431503699
1798.0;-1.85;1.25;65.8921553733
1799.0;-1.85;1.35;65.430669308
1800.0;-1.85;1.45;64.9714742445
1801.0;-1.85;1.55;64.5143127416
1802.0;-1.85;1.65;64.0378911329
1803.0;-1.85;1.75;63.5364175302
1804.0;-1.85;1.85;63.0500014677
1805.0;-1.85;1.95;62.5721147337
1806.0;-1.95;0.05;70.6475828455
1807.0;-1.95;0.15;70.1493009004
1808.0;-1.95;0.25;69.6814255593
1809.0;-1.95;0.35;69.2838796044
1810.0;-1.95;0.45;68.8917403801
1811.0;-1.95;0.55;68.4646775799
1812.0;-1.95;0.65;68.0288616828
1813.0;-1.95;0.75;67.5990789528
1814.0;-1.95;0.85;67.1598890979
1815.0;-1.95;0.95;66.7073027313
1816.0;-1.95;1.05;66.2551914031
1817.0;-1.95;1.15;65.8092764816
1818.0;-1.95;1.25;65.3609017731
1819.0;-1.95;1.35;64.90222693
1820.0;-1.95;1.45;64.4342499909
1821.0;-1.95;1.55;63.9596787144
1822.0;-1.95;1.65;63.4786176293
1823.0;-1.95;1.75;63.0033578049
1824.0;-1.95;1.85;62.5721147272
1825.0;-1.95;1.95;62.2259898953
1826.0;-0.2;2.2;68.6265109903
1827.0;-0.2;2.6;66.5112133161
1828.0;-0.2;3.0;64.3943205166
1829.0;-0.2;3.4;62.263766981
1830.0;-0.2;3.8;60.5839417796
1831.0;-0.6;2.2;66.9166639827
1832.0;-0.6;2.6;64.7905626501
1833.0;-0.6;3.0;62.6374693075
1834.0;-0.6;3.4;60.9155854128
1835.0;-0.6;3.8;60.4799725266
1836.0;-1.0;2.2;65.1523469207
1837.0;-1.0;2.6;62.9955322852
1838.0;-1.0;3.0;61.2635282772
1839.0;-1.0;3.4;60.8067502657
1840.0;-1.0;3.8;60.8300005636
1841.0;-1.4;2.2;63.3024683952
1842.0;-1.4;2.6;61.5765379781
1843.0;-1.4;3.0;61.1240976811
1844.0;-1.4;3.4;61.1376401216
1845.0;-1.4;3.8;61.1358610277
1846.0;-1.8;2.2;61.8282810496
1847.0;-1.8;2.6;61.3864096424
1848.0;-1.8;3.0;61.407776863
1849.0;-1.8;3.4;61.4046755988
1850.0;-1.8;3.8;61.4010306702
1851.0;-2.2;0.2;68.626510196
1852.0;-2.2;0.6;66.9166641266
1853.0;-2.2;1.0;65.1523466734
1854.0;-2.2;1.4;63.302468587
1855.0;-2.2;1.8;61.8282804779
1856.0;-2.2;2.2;61.5999109156
1857.0;-2.2;2.6;61.6264955152
1858.0;-2.2;3.0;61.6295412922
1859.0;-2.2;3.4;61.6271923656
1860.0;-2.2;3.8;61.6251414311
1861.0;-2.6;0.2;66.5112150345
1862.0;-2.6;0.6;64.7905616122
1863.0;-2.6;1.0;62.9955320976
1864.0;-2.6;1.4;61.5765376036
1865.0;-2.6;1.8;61.3864091642
1866.0;-2.6;2.2;61.6264969104
1867.0;-2.6;2.6;61.809567784
1868.0;-2.6;3.0;61.8090824603
1869.0;-2.6;3.4;61.8078155124
1870.0;-2.6;3.8;61.806041784
1871.0;-3.0;0.2;64.3943208695
1872.0;-3.0;0.6;62.6374689786
1873.0;-3.0;1.0;61.2635279361
1874.0;-3.0;1.4;61.1240968921
1875.0;-3.0;1.8;61.407777514
1876.0;-3.0;2.2;61.6295420155
1877.0;-3.0;2.6;61.809083225
1878.0;-3.0;3.0;61.9451843532
1879.0;-3.0;3.4;61.9438931142
1880.0;-3.0;3.8;61.9428374071
1881.0;-3.4;0.2;62.2637669863
1882.0;-3.4;0.6;60.9155857806
1883.0;-3.4;1.0;60.8067496148
1884.0;-3.4;1.4;61.1376404268
1885.0;-3.4;1.8;61.4046743414
1886.0;-3.4;2.2;61.6271940642
1887.0;-3.4;2.6;61.8078174171
1888.0;-3.4;3.0;61.9438973785
1889.0;-3.4;3.4;62.0340167176
1890.0;-3.4;3.8;62.0349516647
1891.0;-3.8;0.2;60.5839495727
1892.0;-3.8;0.6;60.4799757529
1893.0;-3.8;1.0;60.829999293
1894.0;-3.8;1.4;61.1358565282
1895.0;-3.8;1.8;61.401030376
1896.0;-3.8;2.2;61.6251440961
1897.0;-3.8;2.6;61.8060402998
1898.0;-3.8;3.0;61.9428345358
1899.0;-3.8;3.4;62.0349538479
1900.0;-3.8;3.8;62.0826471203
